figure_version,panel,tour,slam,model,sample,period,window_start_year,window_end_year,metric,value,ci_lower,ci_upper,score_matches,source_artifact
slam-upsets-final-v1,long_run_actual_expected,ATP,Australian Open,surface_adjusted_elo,maximum_available,1988-2025,,,expected_per_100,31.537499182083696,31.017814521327207,32.06400801838664,4639,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,long_run_actual_expected,ATP,Australian Open,surface_adjusted_elo,maximum_available,1988-2025,,,actual_per_100,27.915499029963353,26.59605405031046,29.3486502253872,4639,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,long_run_actual_expected,ATP,Roland Garros,surface_adjusted_elo,maximum_available,1988-2025,,,expected_per_100,31.866907030382848,31.332767200530057,32.36848386063177,4663,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,long_run_actual_expected,ATP,Roland Garros,surface_adjusted_elo,maximum_available,1988-2025,,,actual_per_100,28.405921476078092,26.648079586182927,30.237268638627803,4663,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,long_run_actual_expected,ATP,Wimbledon,surface_adjusted_elo,maximum_available,1988-2025,,,expected_per_100,33.10778004467746,32.554215068595106,33.61967037676876,4562,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,long_run_actual_expected,ATP,Wimbledon,surface_adjusted_elo,maximum_available,1988-2025,,,actual_per_100,28.737395879000438,27.34505978621139,30.109334692935565,4562,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,long_run_actual_expected,ATP,US Open,surface_adjusted_elo,maximum_available,1988-2025,,,expected_per_100,31.70960789906051,31.121253928924098,32.27327817249885,4589,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,long_run_actual_expected,ATP,US Open,surface_adjusted_elo,maximum_available,1988-2025,,,actual_per_100,27.141922825376064,25.80203857613298,28.438040029367787,4589,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,long_run_actual_expected,WTA,Australian Open,surface_adjusted_elo,maximum_available,1988-2025,,,expected_per_100,26.80926607092982,26.32748107007511,27.261350078664027,4763,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,long_run_actual_expected,WTA,Australian Open,surface_adjusted_elo,maximum_available,1988-2025,,,actual_per_100,27.692630694940163,26.384466147812123,29.115267790821566,4763,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,long_run_actual_expected,WTA,Roland Garros,surface_adjusted_elo,maximum_available,1988-2025,,,expected_per_100,27.635701014839192,27.0869644339986,28.200697728248095,4755,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,long_run_actual_expected,WTA,Roland Garros,surface_adjusted_elo,maximum_available,1988-2025,,,actual_per_100,28.853838065194534,27.230168637408322,30.47520492149643,4755,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,long_run_actual_expected,WTA,Wimbledon,surface_adjusted_elo,maximum_available,1988-2025,,,expected_per_100,28.64876650562766,28.033964656001118,29.270456655130204,4635,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,long_run_actual_expected,WTA,Wimbledon,surface_adjusted_elo,maximum_available,1988-2025,,,actual_per_100,28.112189859762676,26.525972873269907,29.725701102085633,4635,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,long_run_actual_expected,WTA,US Open,surface_adjusted_elo,maximum_available,1988-2025,,,expected_per_100,26.80540975490478,26.231820109092894,27.42851548847364,4758,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,long_run_actual_expected,WTA,US Open,surface_adjusted_elo,maximum_available,1988-2025,,,actual_per_100,26.256043725036786,24.968473485658325,27.483730321708364,4758,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,wta_latest_era_context,WTA,Australian Open,surface_adjusted_elo,maximum_available,1988-1999,1988,1999,expected_per_100,26.26240975849148,25.649582960518508,26.841564344899872,1509,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,wta_latest_era_context,WTA,Australian Open,surface_adjusted_elo,maximum_available,1988-1999,1988,1999,actual_per_100,26.176275679257788,23.641901809217035,28.64711594164735,1509,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,wta_latest_era_context,WTA,Australian Open,surface_adjusted_elo,maximum_available,2020-2025,2020,2025,expected_per_100,28.690893067652837,28.11899027639017,29.283607012049885,753,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,wta_latest_era_context,WTA,Australian Open,surface_adjusted_elo,maximum_available,2020-2025,2020,2025,actual_per_100,30.544488711819387,27.344782034346107,34.22818791946309,753,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,wta_latest_era_context,WTA,Roland Garros,surface_adjusted_elo,maximum_available,1988-1999,1988,1999,expected_per_100,26.199929837465653,25.680708726999764,26.76037136756506,1506,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,wta_latest_era_context,WTA,Roland Garros,surface_adjusted_elo,maximum_available,1988-1999,1988,1999,actual_per_100,26.958831341301458,23.659121252170543,30.232712355807788,1506,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,wta_latest_era_context,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2020-2025,2020,2025,expected_per_100,29.530253987828857,28.506454999511952,30.62899994943499,742,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,wta_latest_era_context,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2020-2025,2020,2025,actual_per_100,32.479784366576816,28.8,36.24071681376614,742,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,wta_latest_era_context,WTA,Wimbledon,surface_adjusted_elo,maximum_available,1988-1999,1988,1999,expected_per_100,27.019264844977695,26.45506157487596,27.672275874891014,1515,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,wta_latest_era_context,WTA,Wimbledon,surface_adjusted_elo,maximum_available,1988-1999,1988,1999,actual_per_100,25.214521452145213,22.69039100323106,27.67503302509908,1515,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,wta_latest_era_context,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2021-2025,2021,2025,expected_per_100,31.35682598735085,30.948296224886324,31.708649255191215,621,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,wta_latest_era_context,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2021-2025,2021,2025,actual_per_100,31.561996779388082,28.34138486312399,35.909822866344605,621,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,wta_latest_era_context,WTA,US Open,surface_adjusted_elo,maximum_available,1988-1999,1988,1999,expected_per_100,25.563208835918097,24.983709767832007,26.158006565969306,1502,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,wta_latest_era_context,WTA,US Open,surface_adjusted_elo,maximum_available,1988-1999,1988,1999,actual_per_100,24.966711051930762,22.748498999332888,26.994813829787233,1502,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,wta_latest_era_context,WTA,US Open,surface_adjusted_elo,maximum_available,2020-2025,2020,2025,expected_per_100,28.8603503143843,28.252224797741803,29.45593154179218,749,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,wta_latest_era_context,WTA,US Open,surface_adjusted_elo,maximum_available,2020-2025,2020,2025,actual_per_100,28.17089452603471,27.2972972972973,29.006622516556295,749,artifacts/slam_upsets/upset_summary.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,1988-1992,1988,1992,excess_per_100,0.16707846156488879,-2.2513301349034713,2.981911526893033,621,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,1989-1993,1989,1993,excess_per_100,-2.706168231056148,-5.989851531864379,0.06912854658545008,622,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,1990-1994,1990,1994,excess_per_100,-3.4683138465966907,-7.075231376797116,-0.0031106963348702266,617,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,1991-1995,1991,1995,excess_per_100,-2.6487685700710455,-6.723881782065416,1.2303485119452462,617,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,1992-1996,1992,1996,excess_per_100,-4.177273912876681,-8.132031816420081,-0.08890085044597816,612,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,1993-1997,1993,1997,excess_per_100,-4.242451279793981,-8.132031816420081,-0.14067371551924748,610,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,1994-1998,1994,1998,excess_per_100,-2.3637846712933173,-6.024251051163574,1.1632672791352143,603,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,1995-1999,1995,1999,excess_per_100,-1.056126295782599,-4.14476023876155,1.1640945515295456,608,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,1996-2000,1996,2000,excess_per_100,-1.9870665510112966,-4.739588062774985,0.14773760450180304,609,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,1997-2001,1997,2001,excess_per_100,-1.8883730734718938,-4.391893470658109,0.14773760450180304,613,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,1998-2002,1998,2002,excess_per_100,-2.8733890869619936,-4.936785691465064,-0.812112979703506,613,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,1999-2003,1999,2003,excess_per_100,-3.7461891969111787,-5.327622750150723,-2.1060706168969823,613,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2000-2004,2000,2004,excess_per_100,-3.936424067618629,-5.327622750150723,-2.630487970305263,609,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2001-2005,2001,2005,excess_per_100,-4.58840326529848,-5.875097120344853,-3.211715546251018,606,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2002-2006,2002,2006,excess_per_100,-3.558951455115463,-4.864184306069366,-2.229146331928579,604,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2003-2007,2003,2007,excess_per_100,-3.6941873119408117,-5.045944889750972,-2.358460577515542,602,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2004-2008,2004,2008,excess_per_100,-4.324540945970366,-6.169117762412996,-2.475676892895799,607,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2005-2009,2005,2009,excess_per_100,-5.213517600368532,-6.625667627843277,-3.254169728313395,610,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2006-2010,2006,2010,excess_per_100,-4.926797999010121,-6.455967706728707,-3.0840807359611224,610,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2007-2011,2007,2011,excess_per_100,-4.3194265416036455,-6.457462537002598,-1.3720759830343447,609,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2008-2012,2008,2012,excess_per_100,-3.8611799923642054,-6.340351221923773,-1.072787848044516,607,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2009-2013,2009,2013,excess_per_100,-3.698360762362746,-6.017900087793565,-0.9099686180430144,607,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2010-2014,2010,2014,excess_per_100,-3.239351664834723,-5.260224550191266,-0.7748986958228685,601,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2011-2015,2011,2015,excess_per_100,-3.6221109446279596,-5.865637474306184,-0.8637263093180948,603,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2012-2016,2012,2016,excess_per_100,-6.543482921740412,-9.901248456307217,-4.039056030761842,602,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2013-2017,2013,2017,excess_per_100,-7.517561821454862,-10.247207034345289,-5.429532132161544,606,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2014-2018,2014,2018,excess_per_100,-6.794915692900539,-9.908745159617103,-4.070147480394031,606,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2015-2019,2015,2019,excess_per_100,-6.471511145484711,-10.20111658870321,-3.4501833925821903,609,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2016-2020,2016,2020,excess_per_100,-5.643175644771063,-9.699615645667226,-2.4769064975626898,610,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2017-2021,2017,2021,excess_per_100,-3.664209005327301,-5.763233455168677,-2.3745745784961865,610,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2018-2022,2018,2022,excess_per_100,-3.8467636091873096,-6.292298599329453,-2.3745745784961865,613,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2019-2023,2019,2023,excess_per_100,-4.079783690049575,-6.367738179131133,-2.519234722204159,616,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2020-2024,2020,2024,excess_per_100,-2.9293260396787386,-6.325389270012206,0.3915766017209661,619,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Australian Open,surface_adjusted_elo,maximum_available,2021-2025,2021,2025,excess_per_100,-4.088218981053442,-7.392007048944475,-0.536358202231176,613,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,1988-1992,1988,1992,excess_per_100,-3.4962093196226967,-6.4294685848785464,0.35576358801834906,624,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,1989-1993,1989,1993,excess_per_100,-2.905996030684355,-6.324514870275563,0.8762095787594316,625,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,1990-1994,1990,1994,excess_per_100,-1.2945974586132263,-4.665646322622332,1.9961285457994076,619,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,1991-1995,1991,1995,excess_per_100,-0.6236628190382066,-3.0140179840924817,1.9961285457994076,620,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,1992-1996,1992,1996,excess_per_100,-1.414815843488894,-4.578436831213679,1.9618952963221468,622,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,1993-1997,1993,1997,excess_per_100,-0.04794443653012224,-4.998262859210574,5.690903046506476,618,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,1994-1998,1994,1998,excess_per_100,-0.037085437531135135,-4.6043201574062795,5.748571568205612,613,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,1995-1999,1995,1999,excess_per_100,0.27317980542478304,-4.664918325349874,6.249182430351594,616,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,1996-2000,1996,2000,excess_per_100,-0.8913133984820757,-7.004909798856566,5.687479124830178,612,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,1997-2001,1997,2001,excess_per_100,1.029812974482697,-4.838917388278891,6.951828575296006,610,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,1998-2002,1998,2002,excess_per_100,-1.0609594051048787,-5.369718204812481,1.965355178782769,610,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,1999-2003,1999,2003,excess_per_100,-1.918727436303437,-6.37834667849741,1.914375851549385,608,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2000-2004,2000,2004,excess_per_100,-2.092121509356026,-6.37834667849741,1.6575955538600982,605,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2001-2005,2001,2005,excess_per_100,0.4222321556027199,-2.72971261018081,2.415987870692959,606,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2002-2006,2002,2006,excess_per_100,-0.6030693523962073,-3.6090283816183453,2.0276080635293257,603,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2003-2007,2003,2007,excess_per_100,-0.10416981441935036,-3.3091030767160796,2.871229444730572,600,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2004-2008,2004,2008,excess_per_100,-0.24476611715541646,-3.629354338290059,2.871229444730572,606,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2005-2009,2005,2009,excess_per_100,-1.2524184185736633,-4.398633543725631,1.9567210090813774,606,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2006-2010,2006,2010,excess_per_100,-1.6521144079812822,-4.398633543725631,1.1493351104779066,606,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2007-2011,2007,2011,excess_per_100,-2.0331960406817613,-5.0320683979798515,1.0582409241309978,612,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2008-2012,2008,2012,excess_per_100,-4.652082334746997,-7.802025838442655,-1.3268567315738122,615,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2009-2013,2009,2013,excess_per_100,-6.354607402423131,-11.473763572879456,-1.9174452657371128,609,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2010-2014,2010,2014,excess_per_100,-6.729208930821325,-11.730190652097592,-2.4218635397678923,610,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2011-2015,2011,2015,excess_per_100,-7.8216409530977815,-11.645631178918627,-4.787011138413328,612,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2012-2016,2012,2016,excess_per_100,-8.876496833891386,-11.902831588171095,-5.731314190593967,610,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2013-2017,2013,2017,excess_per_100,-8.148952212645135,-11.863414163899181,-5.168121381797568,608,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2014-2018,2014,2018,excess_per_100,-5.81692503211708,-7.9930324696873845,-3.9373156240371543,613,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2015-2019,2015,2019,excess_per_100,-6.811556599204583,-9.41860655260572,-4.229817810399571,616,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2016-2020,2016,2020,excess_per_100,-5.83642835372861,-9.389695544215597,-2.273352972470093,617,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2017-2021,2017,2021,excess_per_100,-5.498118236320315,-8.716528601449607,-2.040644725691476,618,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2018-2022,2018,2022,excess_per_100,-5.587995670076204,-8.785932024571656,-2.4105589075967617,622,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2019-2023,2019,2023,excess_per_100,-5.61586686765013,-8.785932024571656,-2.4458017107286603,621,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2020-2024,2020,2024,excess_per_100,-5.379292333820016,-8.331831597321102,-2.0570464013872516,619,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Roland Garros,surface_adjusted_elo,maximum_available,2021-2025,2021,2025,excess_per_100,-6.19903364732189,-8.331831597321102,-4.141225186872828,613,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Wimbledon,surface_adjusted_elo,maximum_available,1988-1992,1988,1992,excess_per_100,-3.0980474461762566,-6.537392549466686,-0.9907862472746972,629,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Wimbledon,surface_adjusted_elo,maximum_available,1989-1993,1989,1993,excess_per_100,-3.910014945217384,-7.447719768859737,-1.120140654500844,627,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Wimbledon,surface_adjusted_elo,maximum_available,1990-1994,1990,1994,excess_per_100,-4.472632665956843,-7.445149551910876,-1.9152424545358735,623,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Wimbledon,surface_adjusted_elo,maximum_available,1991-1995,1991,1995,excess_per_100,-3.387415524606008,-4.8890704048896305,-1.9000725373853709,621,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Wimbledon,surface_adjusted_elo,maximum_available,1992-1996,1992,1996,excess_per_100,-2.355573559499859,-4.883443820721683,0.9025100561799377,621,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Wimbledon,surface_adjusted_elo,maximum_available,1993-1997,1993,1997,excess_per_100,-3.5394713279119068,-6.326573990411754,-0.008147128380687645,622,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Wimbledon,surface_adjusted_elo,maximum_available,1994-1998,1994,1998,excess_per_100,-2.699114191000039,-5.662968447908967,0.8212167824590839,623,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,ATP,Wimbledon,surface_adjusted_elo,maximum_available,1995-1999,1995,1999,excess_per_100,-3.723488520798264,-7.1982414807625235,0.22167632617548266,625,artifacts/slam_upsets/rolling_five_editions.csv
