figure_version,panel,tour,slam,model,sample,period,window_start_year,window_end_year,metric,value,ci_lower,ci_upper,score_matches,source_artifact
slam-upsets-final-v1,rolling_five_excess,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2004-2008,2004,2008,excess_per_100,-0.1490446211359384,-4.595705162337942,4.29761592006612,629,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2005-2009,2005,2009,excess_per_100,-1.8952543414598635,-5.416089403807055,2.0098194022118894,629,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2006-2010,2006,2010,excess_per_100,-1.560048715132182,-5.07672693831418,2.0303736616452284,628,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2007-2011,2007,2011,excess_per_100,0.5495343537392195,-2.0925476046374714,3.1916163121159196,628,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2008-2012,2008,2012,excess_per_100,2.8218364221266965,-0.2715135129616113,5.933268180390833,627,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2009-2013,2009,2013,excess_per_100,1.1447673076232812,-1.9994309050275465,5.110935480522898,628,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2010-2014,2010,2014,excess_per_100,2.287649308578825,-0.8512349855861805,5.549166515397081,626,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2011-2015,2011,2015,excess_per_100,2.441767855572977,-1.1757938068192326,5.845331954885788,624,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2012-2016,2012,2016,excess_per_100,1.7486877364058129,-1.4295512045660526,5.483470209976027,624,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2013-2017,2013,2017,excess_per_100,0.32256528317317135,-1.7178296830626656,2.287322389612734,625,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2014-2018,2014,2018,excess_per_100,0.33316892225316136,-1.6423180328755598,2.2361757139194633,623,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2015-2019,2015,2019,excess_per_100,-0.5157906603775991,-2.0087098407072985,0.7010577909726954,623,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2016-2020,2016,2020,excess_per_100,1.322331187143607,-1.7716405781611397,6.121166298968886,623,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2017-2021,2017,2021,excess_per_100,1.3205528574796763,-2.241076433293293,5.826088639509532,621,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2018-2022,2018,2022,excess_per_100,1.1278830264230355,-2.167717627519375,5.790089840270166,615,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2019-2023,2019,2023,excess_per_100,3.3412940979174155,-0.45176893592711437,7.439128014439246,612,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2020-2024,2020,2024,excess_per_100,3.3893546949546747,-0.31928849489325106,7.475185158572031,615,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Roland Garros,surface_adjusted_elo,maximum_available,2021-2025,2021,2025,excess_per_100,1.521233476319291,-0.31928849489325106,4.589806134756052,618,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,1988-1992,1988,1992,excess_per_100,-1.5888978633286774,-3.882544560080135,0.240877840159743,633,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,1989-1993,1989,1993,excess_per_100,-2.915093295844402,-5.719496843282485,-0.11086532815965537,632,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,1990-1994,1990,1994,excess_per_100,-2.780156347389309,-5.719321263529117,0.16833925102392164,631,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,1991-1995,1991,1995,excess_per_100,-4.473159531993929,-7.1780999862105705,-1.392832766666791,630,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,1992-1996,1992,1996,excess_per_100,-4.193475573835046,-7.09728018242646,-1.197923603219071,631,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,1993-1997,1993,1997,excess_per_100,-2.082651796128868,-6.247386724355532,2.095325532505534,630,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,1994-1998,1994,1998,excess_per_100,-2.1608582756397796,-6.400814537490072,2.095325532505534,630,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,1995-1999,1995,1999,excess_per_100,-1.4647035906964685,-6.403551802301305,3.4741446209083766,631,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,1996-2000,1996,2000,excess_per_100,-0.060497131925898076,-3.8976336323761123,3.5593070657234454,631,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,1997-2001,1997,2001,excess_per_100,-1.3202624112484551,-6.182566336630271,3.557477399610735,631,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,1998-2002,1998,2002,excess_per_100,-3.003132494186123,-6.678516615248179,1.2021320497034083,632,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,1999-2003,1999,2003,excess_per_100,-2.900825711193164,-6.537810373175772,1.07687385305157,631,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2000-2004,2000,2004,excess_per_100,-2.73997074748586,-6.538368749865239,1.6234061880560595,628,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2001-2005,2001,2005,excess_per_100,-1.879994379674905,-6.515332817127652,2.8300141044418683,629,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2002-2006,2002,2006,excess_per_100,-0.686662274905249,-4.977309269630318,3.2985657958791132,624,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2003-2007,2003,2007,excess_per_100,-0.8988625753005682,-5.0828376504186945,3.2985657958791132,623,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2004-2008,2004,2008,excess_per_100,1.0379234910596162,-2.3902236522600795,4.055156352567329,622,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2005-2009,2005,2009,excess_per_100,-0.2981682363809292,-2.7480724474351312,2.332720480634151,622,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2006-2010,2006,2010,excess_per_100,-0.06114771029868618,-2.7480724474351312,2.625777026837759,619,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2007-2011,2007,2011,excess_per_100,0.23672857670800396,-2.411299001869498,3.105557201206002,622,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2008-2012,2008,2012,excess_per_100,1.212688584363683,-0.48202005227144523,3.105557201206002,621,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2009-2013,2009,2013,excess_per_100,0.11731149888463836,-1.8051056647154757,2.6274584943995767,621,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2010-2014,2010,2014,excess_per_100,1.4399126115345524,-1.3888641925965164,4.127736680692551,624,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2011-2015,2011,2015,excess_per_100,1.4030371297667399,-1.1816381780874872,3.9712232809520405,625,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2012-2016,2012,2016,excess_per_100,0.8196064257568937,-2.362460833836274,3.9712232809520405,624,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2013-2017,2013,2017,excess_per_100,-0.10300841090042924,-3.603074075822528,3.4766642692127037,624,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2014-2018,2014,2018,excess_per_100,1.8390505583549444,-2.2316160496791806,5.658517113697357,627,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2015-2019,2015,2019,excess_per_100,1.8038387640870224,-2.247015007807649,5.61268477460071,625,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2016-2021,2016,2021,excess_per_100,0.31341837783720167,-3.5246671588636533,4.423206251204694,625,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2017-2022,2017,2022,excess_per_100,2.6141658349099277,-1.916177257212135,7.115653238547131,626,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2018-2023,2018,2023,excess_per_100,2.918590647202726,-1.3326275904816132,7.115653238547131,624,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2019-2024,2019,2024,excess_per_100,1.8808120357755893,-2.0716427815537637,5.820537530021778,620,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,Wimbledon,surface_adjusted_elo,maximum_available,2021-2025,2021,2025,excess_per_100,0.2051707920372334,-3.073095632116201,4.846246311229244,621,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,1988-1992,1988,1992,excess_per_100,-0.7706727985504158,-3.9879770323719006,2.190560603157573,626,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,1989-1993,1989,1993,excess_per_100,0.65723780264356,-3.2938861880642336,3.761402099969907,626,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,1990-1994,1990,1994,excess_per_100,1.7596023407280854,-0.4976022632167694,3.799832942882805,626,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,1991-1995,1991,1995,excess_per_100,2.3727822567248515,0.8562734515543773,3.799832942882805,628,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,1992-1996,1992,1996,excess_per_100,2.6594748055005666,0.8562734515543773,4.336619098791524,628,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,1993-1997,1993,1997,excess_per_100,2.0937763541083547,0.27543844484453267,3.9121142633721626,627,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,1994-1998,1994,1998,excess_per_100,0.404292000471463,-2.15991244960234,2.9258397519956487,626,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,1995-1999,1995,1999,excess_per_100,-1.461825605115225,-5.79067804192959,2.4700739265363603,626,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,1996-2000,1996,2000,excess_per_100,-3.3701055120031755,-8.052741306427555,1.2825133863031215,623,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,1997-2001,1997,2001,excess_per_100,-4.944752990556226,-8.201507967760108,-1.8763568825303822,625,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,1998-2002,1998,2002,excess_per_100,-4.6677390610291,-8.201507967760108,-1.1588671486172895,627,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,1999-2003,1999,2003,excess_per_100,-5.106217060797067,-8.484564745918686,-1.3585498600269803,629,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2000-2004,2000,2004,excess_per_100,-2.984916646936601,-6.220940109866211,0.3893201139596036,630,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2001-2005,2001,2005,excess_per_100,-2.4562334291313332,-5.199596358944254,0.3893201139596036,630,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2002-2006,2002,2006,excess_per_100,-2.650936789511884,-5.395857346207817,0.1955395183202156,630,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2003-2007,2003,2007,excess_per_100,-2.6738206338031643,-5.524652105074453,0.149988738214354,630,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2004-2008,2004,2008,excess_per_100,-1.2988079231714376,-3.996093057228418,1.1338728217393987,630,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2005-2009,2005,2009,excess_per_100,-1.5763125645472131,-4.011686079120894,0.8436471936051064,630,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2006-2010,2006,2010,excess_per_100,-0.7862908002995607,-2.6113042353090323,0.8436471936051064,630,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2007-2011,2007,2011,excess_per_100,0.4060802233853249,-0.7137622712289253,1.533124277450489,624,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2008-2012,2008,2012,excess_per_100,0.8163896632048318,-0.7137622712289253,2.5481654690092337,621,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2009-2013,2009,2013,excess_per_100,1.1553186288554174,-0.5535199872944714,2.8201268772934838,622,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2010-2014,2010,2014,excess_per_100,2.264473509650132,0.3270503873655312,4.064191106596873,620,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2011-2015,2011,2015,excess_per_100,4.277455311705163,2.4202619739520603,6.481400087248113,620,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2012-2016,2012,2016,excess_per_100,3.1536685737251906,-0.7469984965377325,6.353459948566784,624,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2013-2017,2013,2017,excess_per_100,2.541832092927766,-1.0245758066512194,6.0657150764104815,627,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2014-2018,2014,2018,excess_per_100,2.268833772943896,-1.0786405690073753,6.2299197540880185,626,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2015-2019,2015,2019,excess_per_100,0.42364236610029676,-3.088026705359959,4.548876466760798,627,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2016-2020,2016,2020,excess_per_100,-1.126807000680448,-3.2132156190991163,0.8406853153797436,629,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2017-2021,2017,2021,excess_per_100,-0.7218936442344042,-2.7620970083192287,0.8406853153797436,630,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2018-2022,2018,2022,excess_per_100,-1.1093562049241374,-2.7620970083192287,0.4400426654690591,628,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2019-2023,2019,2023,excess_per_100,-1.2247875437256186,-2.877712448139518,0.2095470191500714,628,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2020-2024,2020,2024,excess_per_100,-0.46470958343957136,-1.2635499003967183,0.3315785280321256,625,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,rolling_five_excess,WTA,US Open,surface_adjusted_elo,maximum_available,2021-2025,2021,2025,excess_per_100,-0.9646822459809513,-1.6204634766662969,-0.2146633469577954,623,artifacts/slam_upsets/rolling_five_editions.csv
slam-upsets-final-v1,market_model_validation,ATP,Australian Open,overall_elo,common_matched,2001-2025,,,excess_per_100,-3.890142671774179,-5.153811728404499,-2.6255403853689887,2958,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,ATP,Australian Open,surface_adjusted_elo,common_matched,2001-2025,,,excess_per_100,-4.482059986975811,-5.7842093435340205,-3.2039560397445452,2958,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,ATP,Australian Open,market_odds,common_matched,2001-2025,,,excess_per_100,-3.3718927912610557,-4.410744809772363,-2.3376156393869705,2958,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,ATP,Roland Garros,overall_elo,common_matched,2001-2025,,,excess_per_100,-2.5911680792862755,-4.613152541077311,-0.6713870908790208,3036,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,ATP,Roland Garros,surface_adjusted_elo,common_matched,2001-2025,,,excess_per_100,-4.124835278030397,-6.015646853485938,-2.2439840812717655,3036,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,ATP,Roland Garros,market_odds,common_matched,2001-2025,,,excess_per_100,-3.7034411011715154,-5.123390092019076,-2.2709859931468412,3036,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,ATP,Wimbledon,overall_elo,common_matched,2001-2025,,,excess_per_100,-2.098812139600631,-3.3024030188955296,-1.0566649613189036,2933,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,ATP,Wimbledon,surface_adjusted_elo,common_matched,2001-2025,,,excess_per_100,-5.125312101509695,-6.4194930592628605,-3.9039217358971396,2933,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,ATP,Wimbledon,market_odds,common_matched,2001-2025,,,excess_per_100,-4.342406551478481,-5.982680870212224,-2.911757562716348,2933,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,ATP,US Open,overall_elo,common_matched,2001-2025,,,excess_per_100,-3.2308854951460364,-4.5881538786775735,-1.9039078035185597,2992,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,ATP,US Open,surface_adjusted_elo,common_matched,2001-2025,,,excess_per_100,-4.07274276622116,-5.600862221926724,-2.48432276160453,2992,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,ATP,US Open,market_odds,common_matched,2001-2025,,,excess_per_100,-2.1354714963923063,-3.3355382823284185,-0.9158849970549127,2992,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,WTA,Australian Open,overall_elo,common_matched,2007-2025,,,excess_per_100,2.123490445705844,0.646027330886024,3.8937216800841465,2382,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,WTA,Australian Open,surface_adjusted_elo,common_matched,2007-2025,,,excess_per_100,1.6548711526011206,0.2341238075956738,3.2658630269485,2382,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,WTA,Australian Open,market_odds,common_matched,2007-2025,,,excess_per_100,-1.1534690438638973,-2.676850140759213,0.632083460683611,2382,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,WTA,Roland Garros,overall_elo,common_matched,2007-2025,,,excess_per_100,2.825114650760739,1.1218741869879196,4.710553814064799,2368,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,WTA,Roland Garros,surface_adjusted_elo,common_matched,2007-2025,,,excess_per_100,1.3757319235434262,-0.28698511102464136,3.192070724926546,2368,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,WTA,Roland Garros,market_odds,common_matched,2007-2025,,,excess_per_100,-1.1936031944695389,-2.810492467300794,0.5139747460249603,2368,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,WTA,Wimbledon,overall_elo,common_matched,2007-2025,,,excess_per_100,3.7576989200236017,2.1349127321852897,5.472925793326238,2242,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,WTA,Wimbledon,surface_adjusted_elo,common_matched,2007-2025,,,excess_per_100,0.7644072951836844,-1.062597244171155,2.64825148045285,2242,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,WTA,Wimbledon,market_odds,common_matched,2007-2025,,,excess_per_100,-0.6114409519156976,-2.4285061530742587,1.0664026504157027,2242,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,WTA,US Open,overall_elo,common_matched,2007-2025,,,excess_per_100,0.5157230328423505,-0.7219789482019061,1.8566968182595656,2375,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,WTA,US Open,surface_adjusted_elo,common_matched,2007-2025,,,excess_per_100,0.5813202641063694,-0.6613742553373112,2.01860494284122,2375,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,market_model_validation,WTA,US Open,market_odds,common_matched,2007-2025,,,excess_per_100,-2.51753500780524,-3.5847882863770817,-1.2936680463352324,2375,artifacts/odds_benchmark/benchmark_summary.csv
slam-upsets-final-v1,direct_wimbledon_contrast,ATP,Wimbledon,surface_adjusted_elo,common_matched,2001-2025,,,expected_per_100,1.5635437902667846,1.1625080499841383,1.9034314686071232,,artifacts/robustness/wimbledon_contrasts.csv
slam-upsets-final-v1,direct_wimbledon_contrast,ATP,Wimbledon,surface_adjusted_elo,common_matched,2001-2025,,,excess_per_100,-0.8987660911005486,-2.2892941518982215,0.38421558551595375,,artifacts/robustness/wimbledon_contrasts.csv
slam-upsets-final-v1,direct_wimbledon_contrast,WTA,Wimbledon,surface_adjusted_elo,common_matched,2007-2025,,,expected_per_100,1.871295992585985,1.296583410239963,2.5356102872247366,,artifacts/robustness/wimbledon_contrasts.csv
slam-upsets-final-v1,direct_wimbledon_contrast,WTA,Wimbledon,surface_adjusted_elo,common_matched,2007-2025,,,excess_per_100,-0.43956715156665105,-2.4810869375784885,1.6612762396990728,,artifacts/robustness/wimbledon_contrasts.csv
