robustness_version,odds_availability,tour,slam,dimension,group_value,score_matches,upset_matches,calibration_matches,expected_upsets,actual_upsets,excess_upsets,expected_per_100,actual_per_100,excess_per_100,standardized_excess,brier_score,log_loss,score_tournament_editions,upset_tournament_editions,calibration_tournament_editions
slam-robustness-v1,observed_probability,ATP,Australian Open,all,all,2958,2958,2958,909.5793344147437,777,-132.5793344147437,30.74980846567761,26.267748478701826,-4.482059986975784,-5.4815193880608,0.17326415555500116,0.5209037811699041,25,25,25
slam-robustness-v1,observed_probability,ATP,Roland Garros,all,all,3036,3034,3034,945.1475023354426,820,-125.1475023354426,31.151862305057435,27.027027027027025,-4.1248352780304085,-5.083123069971282,0.17708420933392122,0.5293585139121533,25,25,25
slam-robustness-v1,observed_probability,ATP,US Open,all,all,2992,2991,2991,927.8157361376748,806,-121.81573613767478,31.020251960470574,26.947509194249417,-4.072742766221157,-4.997659927506037,0.17805560077910404,0.5311987512893642,25,25,25
slam-robustness-v1,observed_probability,ATP,Wimbledon,all,all,2933,2933,2933,954.3254039372795,804,-150.32540393727948,32.53751803400203,27.41220593249233,-5.125312101509699,-6.113699693070879,0.18344539877020197,0.5462922583311964,24,24,24
slam-robustness-v1,observed_probability,WTA,Australian Open,all,all,2382,2382,2382,650.5809691450412,690,39.419030854958805,27.312383255459327,28.967254408060455,1.6548711526011253,1.898199210665691,0.18735984307323325,0.5521508246939039,19,19,19
slam-robustness-v1,observed_probability,WTA,Roland Garros,all,all,2368,2368,2368,678.4226680504912,711,32.57733194950879,28.64960591429439,30.02533783783784,1.3757319235434455,1.543736198648225,0.19224126310871528,0.5642973886820757,19,19,19
slam-robustness-v1,observed_probability,WTA,US Open,all,all,2375,2375,2375,663.1936437274741,677,13.806356272525932,27.923942893788382,28.505263157894735,0.581320264106355,0.6603802306039364,0.18654515375744263,0.5529388755921083,19,19,19
slam-robustness-v1,observed_probability,WTA,Wimbledon,all,all,2242,2242,2242,668.861988441982,686,17.13801155801798,29.8332733471,30.597680642283674,0.7644072951836743,0.8221501402047723,0.19569670368779626,0.5742403102048197,18,18,18
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2001,58,58,58,19.318485841317106,16,-3.3184858413171057,33.30773420916742,27.586206896551722,-5.721527312615699,-0.9474842883928781,0.1869699948506577,0.5542233247645918,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2002,114,114,114,38.63453043971478,34,-4.63453043971478,33.88993898220595,29.82456140350877,-4.065377578697175,-0.9412330878586096,0.19278139257539068,0.5711071577621181,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2003,112,112,112,37.02619582618772,33,-4.026195826187717,33.05910341623903,29.464285714285715,-3.594817701953319,-0.8317759457097923,0.18946307273750565,0.5598135256049279,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2004,119,119,119,39.26797755447736,37,-2.267977554477362,32.998300465947366,31.092436974789916,-1.905863491157447,-0.4549627571267724,0.18998335335081334,0.5603103731694554,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2005,121,121,121,37.89228856269093,31,-6.892288562690929,31.315940960901596,25.619834710743802,-5.696106250157793,-1.3902082744762612,0.17709610118069422,0.5311460930714597,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2006,122,122,122,37.39904709385269,36,-1.3990470938526869,30.65495663430548,29.508196721311478,-1.1467599129940056,-0.28540824860694075,0.19274938298803862,0.5657874128079187,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2007,120,120,120,36.1534028202407,30,-6.1534028202407,30.127835683533917,25.0,-5.127835683533917,-1.2621599117130877,0.15828045212411787,0.48622592113690094,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2008,123,123,123,37.78512802492417,29,-8.78512802492417,30.719616280426152,23.577235772357724,-7.14238050806843,-1.7786275995429597,0.16982238224096613,0.5117642369369682,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2009,123,123,123,37.07639897306998,29,-8.076398973069978,30.143413799243884,23.577235772357724,-6.566178026886161,-1.6451208980227956,0.15699768539810355,0.48555607969136266,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2010,121,121,121,35.14329899440441,30,-5.143298994404411,29.044048755706125,24.793388429752067,-4.250660325954059,-1.0803828234382713,0.16696514525008424,0.5016543520999319,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2011,122,122,122,35.147078825726965,37,1.8529211742730354,28.809081004694235,30.327868852459016,1.5187878477647831,0.38530806136320894,0.17066466780299538,0.5088349747436831,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2012,118,118,118,34.28545773552511,31,-3.2854577355251067,29.055472657224666,26.271186440677965,-2.7842862165467004,-0.6989952661154075,0.1647285559712105,0.49377829285900754,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2013,123,123,123,35.79681529881511,28,-7.796815298815112,29.103101868955374,22.764227642276424,-6.338874226678953,-1.6226641030093714,0.1504097086476392,0.46652178471573824,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2014,116,116,116,34.65295015198356,29,-5.6529501519835605,29.873232889641,25.0,-4.873232889641,-1.2030647429139758,0.16608552406593388,0.4993846749856694,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2015,123,123,123,36.516124484854835,29,-7.516124484854835,29.687906085247832,23.577235772357724,-6.110670312890109,-1.5431117400840353,0.158745023965761,0.4887292470600022,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2016,121,121,121,35.69751701849764,20,-15.697517018497642,29.502080180576563,16.528925619834713,-12.973154560741854,-3.2527499803360302,0.14180940513388918,0.45142108989498264,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2017,122,122,122,36.45011518466397,27,-9.450115184663971,29.87714359398686,22.13114754098361,-7.745996053003256,-1.9400543106982255,0.16788580451178908,0.5229080904140355,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2018,123,123,123,37.41757975977578,34,-3.4175797597757835,30.420796552663237,27.642276422764226,-2.778520129899011,-0.6952168797607089,0.19079203627188274,0.5606154825155377,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2019,120,120,120,37.33016642820955,34,-3.3301664282095516,31.10847202350796,28.333333333333336,-2.7751386901746264,-0.6814094982530138,0.17333850291634662,0.5211455542445167,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2020,124,124,124,38.52799304195655,36,-2.527993041956549,31.07096213061012,29.032258064516128,-2.038704066093991,-0.5086773306877516,0.17325055296971134,0.5178069915425262,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2021,121,121,121,38.62582051789108,35,-3.6258205178910785,31.922165717265354,28.925619834710744,-2.9965458825546105,-0.7345093370245823,0.18567217355976834,0.5456406249158356,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2022,125,125,125,39.67910117648567,29,-10.679101176485673,31.74328094118854,23.200000000000003,-8.54328094118854,-2.122849436387117,0.17592565791630818,0.5307275068274013,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2023,126,126,126,38.96838636616277,34,-4.968386366162768,30.927290766795846,26.984126984126984,-3.9431637826688637,-0.9905663134557846,0.18971249011865177,0.5616223117037603,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2024,123,123,123,37.33122708311503,41,3.6687729168849685,30.350591124483763,33.333333333333336,2.982742208849568,0.7475211077076721,0.18225645431992096,0.5389376186796806,1,1,1
slam-robustness-v1,observed_probability,ATP,Australian Open,year,2025,118,118,118,37.45624721020302,28,-9.456247210203017,31.742582381527978,23.728813559322035,-8.013768822205947,-1.9355306094582765,0.16784158437903812,0.5075454674001658,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2001,116,116,116,38.2593254575772,41,2.740674542422802,32.98217711860103,35.3448275862069,2.3626504676058637,0.555825628133951,0.20431637468150673,0.5916250183813051,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2002,113,113,113,36.53559190462384,40,3.4644080953761573,32.33238221648128,35.39823008849558,3.0658478720142988,0.7175790292528474,0.21250176736901194,0.6107935175851583,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2003,118,118,118,38.95925625167354,33,-5.959256251673537,33.016318857350456,27.966101694915253,-5.0502171624352,-1.1998235738736451,0.18470496279138962,0.5516737807527794,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2004,121,121,121,40.03234879470775,42,1.967651205292249,33.08458578075021,34.710743801652896,1.6261580209026851,0.39183492782318785,0.21353671018461587,0.6167056683891687,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2005,122,122,122,38.268887249110314,42,3.731112750889686,31.367940368123207,34.42622950819672,3.058289140073513,0.7511958526609746,0.19244411812859022,0.559570663128946,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2006,118,118,118,36.605536291944794,33,-3.6055362919447944,31.021640925376943,27.966101694915253,-3.05553923046169,-0.7451181731757931,0.17837734610024703,0.53288608798949,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2007,119,119,119,36.05818157767313,40,3.941818422326868,30.300992922414398,33.61344537815126,3.312452455736864,0.817145469760217,0.18701633678274818,0.5470809378103878,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2008,125,125,125,39.09243011031197,32,-7.092430110311973,31.27394408824958,25.6,-5.673944088249579,-1.4158410191497095,0.17403202409911261,0.5226416207646738,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2009,120,120,120,35.88597253936319,32,-3.8859725393631876,29.904977116135992,26.666666666666668,-3.2383104494693233,-0.807674316129296,0.16449453324641938,0.4984371096545557,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2010,122,122,122,33.69104494492074,35,1.3089550550792595,27.61561061059077,28.688524590163937,1.0729139795731635,0.2763616883374735,0.17279469860624497,0.5188298663326233,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2011,124,124,124,37.03688274855051,31,-6.036882748550511,29.868453829476216,25.0,-4.868453829476218,-1.2297447666224883,0.17801458146501978,0.53389221091943,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2012,122,122,122,34.22532816739484,22,-12.225328167394842,28.053547678192494,18.0327868852459,-10.020760792946593,-2.572233348950812,0.1440972606047108,0.44921675124215865,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2013,120,120,120,36.6075814785887,19,-17.6075814785887,30.506317898823916,15.833333333333334,-14.672984565490584,-3.629406956295755,0.14056854306619446,0.44668780759045296,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2014,122,122,122,36.48733713855546,30,-6.487337138555461,29.907653392258574,24.59016393442623,-5.317489457832345,-1.3312474008421415,0.15525147249967075,0.4773642236981203,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2015,124,124,124,36.51131309986894,31,-5.511313099868943,29.444607338603983,25.0,-4.444607338603986,-1.1294874208982877,0.16587828034020405,0.49971813780402513,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2016,122,121,121,35.226305833990594,23,-12.226305833990594,29.112649449579003,19.00826446280992,-10.104384986769086,-2.5530876611441813,0.15644496739866187,0.478461003796051,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2017,120,120,120,36.631602379752316,29,-7.631602379752316,30.526335316460266,24.166666666666668,-6.359668649793597,-1.5637132009181987,0.1651308801487429,0.5065953606535231,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2018,125,125,125,39.743022744389535,36,-3.7430227443895348,31.79441819551163,28.8,-2.994418195511628,-0.742060347052263,0.17390563098996123,0.5234676751513924,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2019,125,125,125,39.778829027106774,27,-12.778829027106774,31.82306322168542,21.6,-10.22306322168542,-2.5335449925840416,0.16799124400578427,0.5094168768543027,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2020,125,125,125,41.572638673728804,42,0.42736132627119616,33.258110938983044,33.6,0.34188906101695693,0.08378737164244686,0.21057699184640916,0.6016601099789053,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2021,123,123,123,40.25227787548187,30,-10.252277875481873,32.72542916705843,24.390243902439025,-8.335185264619408,-2.030578759951286,0.17627435301741923,0.5307399811792672,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2022,124,124,124,38.410564747167044,30,-8.410564747167044,30.976261892876646,24.193548387096772,-6.782713505779873,-1.6941784819384482,0.1748526965481253,0.5241132394060063,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2023,124,123,123,40.80406425594651,37,-3.804064255946507,33.174035980444316,30.08130081300813,-3.0927351674361843,-0.7526565888739641,0.18916423293264087,0.5628644769122785,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2024,123,123,123,39.20448107068359,28,-11.204481070683592,31.873561846084222,22.764227642276424,-9.109334203807798,-2.238728247261385,0.16871123942878685,0.5110281762440043,1,1,1
slam-robustness-v1,observed_probability,ATP,Roland Garros,year,2025,119,119,119,39.26669797233085,35,-4.266697972330853,32.99722518683265,29.411764705882355,-3.585460480950297,-0.8627878293830596,0.17950539215919906,0.536614189176173,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2001,120,120,120,37.56996458375424,27,-10.569964583754242,31.308303819795203,22.5,-8.808303819795203,-2.146549174902679,0.16768330396115308,0.509963517973261,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2002,112,112,112,37.68138358872365,37,-0.6813835887236479,33.64409248993183,33.035714285714285,-0.6083782042175429,-0.14086423029661377,0.19136029475331595,0.5593251039089941,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2003,122,122,122,39.92824286951971,29,-10.928242869519707,32.72806792583582,23.770491803278688,-8.957576122557137,-2.1659014072580853,0.17253229050665359,0.5229828324464084,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2004,120,120,120,38.75070856724794,41,2.2492914327520594,32.292257139373284,34.16666666666667,1.874409527293383,0.45355276129395933,0.197882328945476,0.577791788331761,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2005,123,123,123,39.51625009351654,28,-11.51625009351654,32.12703259635491,22.764227642276424,-9.362804954078488,-2.2996133941156542,0.16870646229578776,0.5152539024793183,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2006,125,125,125,38.68548813340313,36,-2.6854881334031333,30.948390506722507,28.8,-2.1483905067225066,-0.5414686662947665,0.1810138188711808,0.5359162503955032,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2007,119,119,119,36.66631106658227,32,-4.666311066582267,30.812026106371654,26.89075630252101,-3.921269803850645,-0.9607360455567449,0.17223445918759975,0.5177280384767996,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2008,120,120,120,35.66122720406695,29,-6.661227204066947,29.717689336722458,24.166666666666668,-5.551022670055789,-1.3820065739876957,0.16197864196703102,0.4946145236511063,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2009,123,123,123,36.004931321312434,28,-8.004931321312434,29.27230188724588,22.764227642276424,-6.508074244969458,-1.6616272580484126,0.15677427945829298,0.4787817887797483,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2010,119,119,119,35.04164668198515,28,-7.041646681985149,29.44676191763458,23.529411764705884,-5.917350152928697,-1.4685343004578415,0.16173430346937834,0.49414945272250005,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2011,116,116,116,34.17121558639425,24,-10.171215586394247,29.45794447102952,20.689655172413794,-8.768289298615729,-2.150439727687521,0.14517761860225478,0.45617243430599996,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2012,123,123,123,35.04757447413676,26,-9.04757447413676,28.493962987103057,21.13821138211382,-7.355751604989235,-1.8845364338633221,0.16147448943275497,0.49019428772055745,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2013,122,122,122,34.313354713029696,33,-1.313354713029696,28.12570058445057,27.049180327868854,-1.0765202565817182,-0.27670147778369214,0.18513586974273533,0.5421017102353168,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2014,117,117,117,34.56002658189264,35,0.4399734181073569,29.5384842580279,29.914529914529915,0.37604565650201444,0.09313035852218643,0.18062106709479261,0.530012001750287,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2015,113,113,113,32.31016817485111,24,-8.310168174851107,28.593069181284168,21.238938053097346,-7.354131128186821,-1.8054390673769019,0.15919816182006824,0.48740501507495293,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2016,117,117,117,34.62298885317935,27,-7.622988853179351,29.592298165110556,23.076923076923077,-6.515375088187479,-1.6079005326526892,0.18205090583224504,0.5408727478499296,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2017,121,121,121,38.77785655817598,39,0.22214344182401646,32.04781533733552,32.231404958677686,0.18358962134216236,0.04475807996789201,0.20105304469414087,0.5849546059461551,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2018,114,114,114,35.03262332720044,24,-11.03262332720044,30.73037133964951,21.052631578947366,-9.67773976070214,-2.3326064195828877,0.16197166241815505,0.4998464869006571,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2019,120,120,120,38.53692233705282,45,6.463077662947178,32.11410194754402,37.5,5.385898052455982,1.311276903047574,0.2089272563716076,0.6007549057474226,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2020,124,124,124,42.821850684916356,38,-4.821850684916356,34.5337505523519,30.64516129032258,-3.888589262029319,-0.9336178570017938,0.19172760915067583,0.5678352323176017,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2021,122,122,122,40.72091211034282,36,-4.720912110342823,33.37779681175641,29.508196721311478,-3.869600090444937,-0.9365017213089452,0.19768193840243825,0.5764338875905393,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2022,120,120,120,38.8740523769278,30,-8.8740523769278,32.395043647439834,25.0,-7.395043647439834,-1.7873518451694808,0.18174086944020987,0.5433347173394885,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2023,121,120,120,38.692423882675186,40,1.307576117324814,32.24368656889599,33.333333333333336,1.089646764437345,0.26477925860304363,0.18948157181744094,0.5546505319943578,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2024,119,119,119,37.17964665409981,35,-2.1796466540998125,31.243400549663708,29.411764705882355,-1.8316358437813551,-0.4464044734968335,0.1862998986620832,0.5515933271420057,1,1,1
slam-robustness-v1,observed_probability,ATP,US Open,year,2025,120,120,120,36.647965712687764,35,-1.647965712687764,30.539971427239806,29.166666666666668,-1.3733047605731368,-0.33974793202324216,0.18484428654027954,0.5423870706166014,1,1,1
slam-robustness-v1,observed_probability,ATP,Wimbledon,year,2001,120,120,120,41.36101055689544,41,-0.3610105568954367,34.46750879741287,34.16666666666667,-0.30084213074619726,-0.07086853857568688,0.20107409701027515,0.5843602277394131,1,1,1
slam-robustness-v1,observed_probability,ATP,Wimbledon,year,2002,122,122,122,41.52648215583914,38,-3.5264821558391404,34.038100127737,31.147540983606557,-2.890559144130443,-0.6908255628946072,0.21119605217969195,0.6106822975829433,1,1,1
slam-robustness-v1,observed_probability,ATP,Wimbledon,year,2003,123,123,123,42.54134874406328,38,-4.541348744063278,34.58646239354738,30.89430894308943,-3.6921534504579494,-0.8811672306779702,0.2082815390774885,0.6046095706194407,1,1,1
slam-robustness-v1,observed_probability,ATP,Wimbledon,year,2004,126,126,126,43.30950367820615,39,-4.309503678206148,34.37262196683027,30.95238095238095,-3.420241014449324,-0.8320841804418037,0.20286011992289532,0.5868504576527249,1,1,1
slam-robustness-v1,observed_probability,ATP,Wimbledon,year,2005,123,123,123,39.74350337783035,35,-4.743503377830351,32.311791364089714,28.455284552845526,-3.8565068112441874,-0.9411228995229889,0.1769926979702223,0.5321831541257106,1,1,1
slam-robustness-v1,observed_probability,ATP,Wimbledon,year,2006,124,124,124,40.50126093095318,31,-9.50126093095318,32.6623072023816,25.0,-7.662307202381596,-1.8786744383960454,0.17645889192919317,0.5281393470705419,1,1,1
slam-robustness-v1,observed_probability,ATP,Wimbledon,year,2007,123,123,123,39.95307949562803,30,-9.953079495628032,32.48217845173011,24.390243902439025,-8.091934549291082,-1.9739569087178017,0.16273973189077923,0.49843380196999076,1,1,1
slam-robustness-v1,observed_probability,ATP,Wimbledon,year,2008,116,116,116,37.602281303296174,28,-9.602281303296174,32.415759744220836,24.137931034482758,-8.27782870973808,-1.969080987992624,0.18771825084443206,0.5580562876876957,1,1,1
