robustness_version,odds_availability,tour,slam,dimension,group_value,score_matches,upset_matches,calibration_matches,expected_upsets,actual_upsets,excess_upsets,expected_per_100,actual_per_100,excess_per_100,standardized_excess,brier_score,log_loss,score_tournament_editions,upset_tournament_editions,calibration_tournament_editions
slam-robustness-v1,observed_probability,ATP,Australian Open,round,R128,1458,1458,1458,478.3094926405061,409,-69.30949264050611,32.80586369276448,28.052126200274348,-4.753737492490131,-3.9958274230929978,0.17939778166994047,0.534492582100169,25,25,25
slam-robustness-v1,observed_probability,ATP,Australian Open,round,R16,191,191,191,55.428386233581485,49,-6.4283862335814845,29.020097504492924,25.654450261780106,-3.3656472427128192,-1.0680775262304485,0.18054419368810715,0.5385544397064956,25,25,25
slam-robustness-v1,observed_probability,ATP,Australian Open,round,R32,378,378,378,111.0629187217231,89,-22.062918721723094,29.381724529556372,23.544973544973544,-5.836750984582829,-2.59880648382815,0.15993053293219803,0.48914012115124506,25,25,25
slam-robustness-v1,observed_probability,ATP,Australian Open,round,R64,771,771,771,217.4875097928514,184,-33.4875097928514,28.208496730590326,23.865110246433204,-4.34338648415712,-2.783734247477613,0.16466653421818306,0.5022277629157282,25,25,25
slam-robustness-v1,observed_probability,ATP,Australian Open,round,SF,46,46,46,13.782126122766151,13,-0.7821261227661509,29.961143745143804,28.26086956521739,-1.700274179926415,-0.259668323279023,0.19618417734383603,0.5771108655849979,24,24,24
slam-robustness-v1,observed_probability,ATP,Roland Garros,round,F,25,25,25,8.204738364880795,7,-1.2047383648807948,32.81895345952318,28.0,-4.818953459523179,-0.5299348833349509,0.19116791203775615,0.575472727165847,25,25,25
slam-robustness-v1,observed_probability,ATP,Roland Garros,round,QF,96,96,96,28.830792305983515,26,-2.8307923059835147,30.03207531873283,27.083333333333336,-2.9487419853994945,-0.6493020100257774,0.18186352237152323,0.5402706724049574,25,25,25
slam-robustness-v1,observed_probability,ATP,Roland Garros,round,R128,1528,1526,1526,509.5784259019678,453,-56.57842590196782,33.39308164495202,29.685452162516384,-3.707629482435637,-3.17120491149233,0.1888849805034479,0.5567559985281942,25,25,25
slam-robustness-v1,observed_probability,ATP,Roland Garros,round,R16,191,191,191,51.8768036314934,37,-14.876803631493402,27.160630173556754,19.3717277486911,-7.788902424865656,-2.516508724548915,0.1466605740323677,0.45913871497699144,25,25,25
slam-robustness-v1,observed_probability,ATP,Roland Garros,round,R32,379,379,379,107.98751943310691,92,-15.987519433106911,28.49274919079338,24.274406332453825,-4.218342858339555,-1.8901477579235493,0.15445348491454747,0.47654841964070244,25,25,25
slam-robustness-v1,observed_probability,ATP,Roland Garros,round,R64,770,770,770,223.5582792545946,191,-32.558279254594595,29.033542760336957,24.8051948051948,-4.228347955142155,-2.681434912423914,0.1707062581910331,0.5140993891610594,25,25,25
slam-robustness-v1,observed_probability,ATP,Roland Garros,round,SF,47,47,47,15.110943443415815,14,-1.110943443415815,32.150943496629395,29.78723404255319,-2.363709454076202,-0.3558944069748139,0.18679689680884015,0.5530341382499477,25,25,25
slam-robustness-v1,observed_probability,ATP,US Open,round,F,25,25,25,8.53310185850134,7,-1.5331018585013396,34.13240743400536,28.0,-6.1324074340053585,-0.6599911748272455,0.20701837486604757,0.6106892793052193,25,25,25
slam-robustness-v1,observed_probability,ATP,US Open,round,QF,96,96,96,28.279958707020544,25,-3.279958707020544,29.45829031981307,26.041666666666668,-3.4166236531464005,-0.7631256749165541,0.18693365201142206,0.5588111629986681,25,25,25
slam-robustness-v1,observed_probability,ATP,US Open,round,R128,1503,1503,1503,495.6424676815959,439,-56.64246768159592,32.97687742392521,29.208250166333997,-3.768627257591212,-3.2145013388524406,0.1873185585518699,0.5532570953808459,25,25,25
slam-robustness-v1,observed_probability,ATP,US Open,round,R16,190,190,190,54.245802993484425,50,-4.245802993484425,28.550422628149697,26.31578947368421,-2.2346331544654867,-0.7139594270416485,0.16726363008864845,0.5067595958755542,25,25,25
slam-robustness-v1,observed_probability,ATP,US Open,round,R32,375,375,375,109.30439874468229,88,-21.30439874468229,29.14783966524861,23.466666666666665,-5.6811729985819435,-2.519149675144597,0.16798745969992163,0.5053262365915798,25,25,25
slam-robustness-v1,observed_probability,ATP,US Open,round,R64,754,753,753,217.89920578543763,188,-29.89920578543763,28.937477527946562,24.9667994687915,-3.9706780591550634,-2.495263416377597,0.16715584482466278,0.5044547732930014,25,25,25
slam-robustness-v1,observed_probability,ATP,US Open,round,SF,49,49,49,13.91080036695293,9,-4.91080036695293,28.389388503985572,18.367346938775512,-10.022041565210062,-1.6111862498642704,0.14837918287268453,0.46423642589271136,25,25,25
slam-robustness-v1,observed_probability,ATP,Wimbledon,round,F,24,24,24,8.321329020902256,6,-2.3213290209022563,34.6722042537594,25.0,-9.672204253759402,-1.0097835592960722,0.16670056643487144,0.5176264938982224,24,24,24
slam-robustness-v1,observed_probability,ATP,Wimbledon,round,QF,94,94,94,26.128232198588947,20,-6.128232198588947,27.795991700626537,21.27659574468085,-6.519395955945688,-1.4539034584026727,0.1578852380947959,0.486324950209157,24,24,24
slam-robustness-v1,observed_probability,ATP,Wimbledon,round,R128,1474,1474,1474,507.2241517393494,422,-85.2241517393494,34.41140785205898,28.62957937584803,-5.781828476210949,-4.807350977191362,0.19096147067821964,0.5634363817450045,24,24,24
slam-robustness-v1,observed_probability,ATP,Wimbledon,round,R16,184,184,184,55.174703458597826,44,-11.174703458597826,29.98625187967273,23.913043478260867,-6.073208401411861,-1.8602038293242276,0.16769799216735307,0.5115987415346755,24,24,24
slam-robustness-v1,observed_probability,ATP,Wimbledon,round,R32,374,374,374,116.7711655814326,102,-14.771165581432598,31.222236786479307,27.272727272727273,-3.949509513752032,-1.70434205389464,0.17555227512502491,0.5269495368494891,24,24,24
slam-robustness-v1,observed_probability,ATP,Wimbledon,round,R64,737,737,737,227.38596293177775,201,-26.385962931777755,30.852912202412178,27.27272727272727,-3.5801849296849055,-2.1743150176595796,0.18334199194645584,0.5465044139896782,24,24,24
slam-robustness-v1,observed_probability,ATP,Wimbledon,round,SF,46,46,46,13.319859006631468,9,-4.319859006631468,28.956215231807537,19.565217391304348,-9.390997840503191,-1.4571055693783848,0.132393289518885,0.42707255403395983,24,24,24
slam-robustness-v1,observed_probability,WTA,Australian Open,round,F,19,19,19,5.520223210085879,6,0.479776789914121,29.05380636887305,31.578947368421055,2.525140999548005,0.24850989266263548,0.2132219856026387,0.6216974102807485,19,19,19
slam-robustness-v1,observed_probability,WTA,Australian Open,round,QF,76,76,76,20.29939458516082,26,5.700605414839181,26.70972971731687,34.21052631578948,7.500796598472608,1.537339728378925,0.21769639553955863,0.6295806880587319,19,19,19
slam-robustness-v1,observed_probability,WTA,Australian Open,round,R128,1202,1202,1202,351.9444653787578,373,21.055534621242202,29.279905605553893,31.03161397670549,1.7517083711515975,1.3936450947826828,0.1925333098525796,0.5627823622404993,19,19,19
slam-robustness-v1,observed_probability,WTA,Australian Open,round,R16,148,148,148,38.41044292837305,46,7.589557071626949,25.95300197863044,31.08108108108108,5.128079102450641,1.4836168600615927,0.2070407687234849,0.6134418141573617,19,19,19
slam-robustness-v1,observed_probability,WTA,Australian Open,round,R32,298,298,298,75.86076236025526,80,4.139237639744735,25.45663166451519,26.845637583892618,1.389005919377428,0.5769410758728708,0.18475064751753706,0.5462717757842406,19,19,19
slam-robustness-v1,observed_probability,WTA,Australian Open,round,R64,601,601,601,147.80605462400317,147,-0.806054624003167,24.593353514809177,24.459234608985025,-0.13411890582415423,-0.08026330768465513,0.1690636633268133,0.50801635200068,19,19,19
slam-robustness-v1,observed_probability,WTA,Australian Open,round,SF,38,38,38,10.73962605840518,12,1.2603739415948194,28.26217383790837,31.578947368421055,3.316773530512683,0.47581674983192224,0.18328883103863064,0.5316388602263359,19,19,19
slam-robustness-v1,observed_probability,WTA,Roland Garros,round,F,19,19,19,5.175354255461606,6,0.8246457445383939,27.238706607692666,31.578947368421055,4.340240760728389,0.44018402049067357,0.22054429431144162,0.6377512951828761,19,19,19
slam-robustness-v1,observed_probability,WTA,Roland Garros,round,QF,76,76,76,22.293776630078682,27,4.706223369921318,29.333916618524583,35.526315789473685,6.192399170949103,1.2317545165302637,0.22000024176137792,0.6341156433671926,19,19,19
slam-robustness-v1,observed_probability,WTA,Roland Garros,round,R128,1199,1199,1199,361.9484648348934,362,0.051535165106599834,30.187528343193776,30.19182652210175,0.004298178907973297,0.0033732895406792945,0.19452361369135618,0.5690151496754136,19,19,19
slam-robustness-v1,observed_probability,WTA,Roland Garros,round,R16,148,148,148,42.26627320850259,41,-1.2662732085025894,28.558292708447695,27.7027027027027,-0.8555900057449928,-0.24057863991171874,0.1956410154769739,0.580154946001504,19,19,19
slam-robustness-v1,observed_probability,WTA,Roland Garros,round,R32,298,298,298,81.4007808126973,98,16.599219187302694,27.3156982592944,32.88590604026846,5.570207780974059,2.2478834675738892,0.19989749945759275,0.5789009424033308,19,19,19
slam-robustness-v1,observed_probability,WTA,Roland Garros,round,R64,591,591,591,153.96473952241368,166,12.03526047758632,26.051563370966782,28.087986463620982,2.0364230926541995,1.1784374503159347,0.17933260099636078,0.5346213142555095,19,19,19
slam-robustness-v1,observed_probability,WTA,Roland Garros,round,SF,37,37,37,11.373278786445304,11,-0.37327878644530443,30.738591314717038,29.72972972972973,-1.0088615849873093,-0.13825700612570138,0.1776552957274169,0.5232534828251126,19,19,19
slam-robustness-v1,observed_probability,WTA,US Open,round,F,19,19,19,5.965218236011165,6,0.03478176398883459,31.395885452690347,31.578947368421055,0.18306191573070837,0.017563171032401882,0.21424112750356963,0.6287460800535459,19,19,19
slam-robustness-v1,observed_probability,WTA,US Open,round,QF,75,75,75,21.920486483038307,18,-3.9204864830383066,29.227315310717742,24.0,-5.227315310717742,-1.0370850834886682,0.17653941464362805,0.5276068680500302,19,19,19
slam-robustness-v1,observed_probability,WTA,US Open,round,R128,1194,1194,1194,351.8997657107982,360,8.100234289201808,29.472342186834023,30.150753768844222,0.6784115820102017,0.5362665853341977,0.1875897183911784,0.5522316276187644,19,19,19
slam-robustness-v1,observed_probability,WTA,US Open,round,R16,151,151,151,43.876303704460675,53,9.123696295539325,29.05715477116601,35.099337748344375,6.042182977178362,1.7151669580338027,0.2163867493169993,0.6116597350746702,19,19,19
slam-robustness-v1,observed_probability,WTA,US Open,round,R32,301,301,301,78.5714491637169,80,1.4285508362830939,26.10347148296243,26.578073089700997,0.4746016067385694,0.1967140611926158,0.18311950136608013,0.5536179339642802,19,19,19
slam-robustness-v1,observed_probability,WTA,US Open,round,R64,598,598,598,150.51335233216466,150,-0.5133523321646578,25.16945691173322,25.08361204013378,-0.08584487159944111,-0.0506266488783069,0.17691257089349885,0.5325679745209101,19,19,19
slam-robustness-v1,observed_probability,WTA,US Open,round,SF,37,37,37,10.44706809728317,10,-0.44706809728316976,28.235319181846403,27.027027027027025,-1.2082921548193777,-0.17060488465850326,0.2206619578824366,0.6722515850447158,19,19,19
slam-robustness-v1,observed_probability,WTA,Wimbledon,round,F,18,18,18,5.563417745659661,9,3.4365822543403386,30.907876364775895,50.0,19.0921236352241,1.8020789791605056,0.25301874470837343,0.6955821469535405,18,18,18
slam-robustness-v1,observed_probability,WTA,Wimbledon,round,QF,72,72,72,21.659313621822797,20,-1.6593136218227968,30.082380030309437,27.77777777777778,-2.3046022525316623,-0.44212806454710324,0.18479803189304822,0.5525312387854093,18,18,18
slam-robustness-v1,observed_probability,WTA,Wimbledon,round,R128,1131,1131,1131,356.10268932395513,343,-13.102689323955133,31.485648923426627,30.32714412024757,-1.1585048031790568,-0.8698894631352173,0.19396473052541188,0.5681638118319455,18,18,18
slam-robustness-v1,observed_probability,WTA,Wimbledon,round,R16,138,138,138,41.332521536103215,51,9.667478463896785,29.951102562393633,36.95652173913044,7.005419176736801,1.8649497785325602,0.23148139466212156,0.6637217517277242,18,18,18
slam-robustness-v1,observed_probability,WTA,Wimbledon,round,R32,283,283,283,79.8118214962799,94,14.188178503720096,28.20205706582329,33.21554770318021,5.013490637356925,1.956642323833748,0.20734910213699315,0.6017862532529838,18,18,18
slam-robustness-v1,observed_probability,WTA,Wimbledon,round,R64,564,564,564,153.53698530467418,159,5.463014695325825,27.22286973487131,28.19148936170213,0.96861962683082,0.5372315084074587,0.1830605101558205,0.5466060330829231,18,18,18
slam-robustness-v1,observed_probability,WTA,Wimbledon,round,SF,36,36,36,10.855239413488002,10,-0.8552394134880021,30.15344281524445,27.77777777777778,-2.3756650374666726,-0.3216217488725954,0.21243743463121711,0.6212739553269662,18,18,18
slam-robustness-v1,missing_probability,ATP,Australian Open,all,all,84,84,84,29.6053399499921,23,-6.6053399499921,35.24445232141917,27.38095238095238,-7.863499940466785,-1.552446055896233,0.17413662602839833,0.5263507497349357,6,6,6
slam-robustness-v1,missing_probability,ATP,Roland Garros,all,all,18,18,18,7.064511327507714,3,-4.064511327507714,39.24728515282063,16.666666666666664,-22.580618486153966,-1.9965052572282536,0.1748539808105617,0.5346108575296317,5,5,5
slam-robustness-v1,missing_probability,ATP,US Open,all,all,10,10,10,3.768583224885498,2,-1.7685832248854978,37.68583224885498,20.0,-17.68583224885498,-1.174634112515906,0.18656073496634534,0.5571870819545868,3,3,3
slam-robustness-v1,missing_probability,ATP,Wimbledon,all,all,5,5,5,2.109599820133559,3,0.8904001798664409,42.19199640267118,60.0,17.80800359732882,0.8119091384825631,0.24198753456112035,0.6747313726791964,4,4,4
slam-robustness-v1,missing_probability,WTA,Australian Open,all,all,1,1,1,0.4002023164194711,0,-0.4002023164194711,40.02023164194711,0.0,-40.02023164194711,-0.8168407716834202,0.1601618940675105,0.5111628746611332,1,1,1
slam-robustness-v1,missing_probability,WTA,Wimbledon,all,all,1,1,1,0.13891809471618644,0,-0.13891809471618644,13.891809471618643,0.0,-13.891809471618643,-0.40165869933993276,0.019298237039575346,0.14956565099074298,1,1,1
slam-robustness-v1,missing_probability,ATP,Australian Open,year,2001,67,67,67,23.88641013881687,19,-4.886410138816871,35.65135841614458,28.358208955223883,-7.293149460920703,-1.280107018884386,0.17464005659786222,0.5286502322750918,1,1,1
slam-robustness-v1,missing_probability,ATP,Australian Open,year,2002,8,8,8,2.7759315515398706,2,-0.7759315515398706,34.699144394248385,25.0,-9.699144394248382,-0.5995070207438725,0.19932262296426487,0.5748869570629037,1,1,1
slam-robustness-v1,missing_probability,ATP,Australian Open,year,2003,6,6,6,1.7479762745800231,1,-0.7479762745800231,29.132937909667053,16.666666666666668,-12.466271243000387,-0.6914954536743843,0.11832481006880696,0.399869897690944,1,1,1
slam-robustness-v1,missing_probability,ATP,Australian Open,year,2004,1,1,1,0.2559275983842909,0,-0.2559275983842909,25.592759838429092,0.0,-25.592759838429092,-0.5864769695785852,0.0654989356147509,0.29561693488413626,1,1,1
slam-robustness-v1,missing_probability,ATP,Australian Open,year,2006,1,1,1,0.49619188746976217,0,-0.49619188746976217,49.61918874697622,0.0,-49.61918874697622,-0.9924125587371176,0.24620638919080512,0.6855598125131671,1,1,1
slam-robustness-v1,missing_probability,ATP,Australian Open,year,2014,1,1,1,0.44290249920128594,1,0.557097500798714,44.290249920128595,100.0,55.7097500798714,1.121531664454396,0.3103576253961732,0.8144056252572413,1,1,1
slam-robustness-v1,missing_probability,ATP,Roland Garros,year,2001,5,5,5,2.150975776466151,2,-0.1509757764661508,43.019515529323016,40.0,-3.019515529323016,-0.13734749016034378,0.23066930119131973,0.6526065375642099,1,1,1
slam-robustness-v1,missing_probability,ATP,Roland Garros,year,2002,9,9,9,3.534078981481774,1,-2.534078981481774,39.267544238686376,11.11111111111111,-28.156433127575266,-1.761700533632457,0.16463703501607088,0.5138999387738993,1,1,1
slam-robustness-v1,missing_probability,ATP,Roland Garros,year,2003,2,2,2,0.7008087214069233,0,-0.7008087214069233,35.04043607034617,0.0,-35.04043607034617,-1.0640459392343184,0.13351000878064093,0.44427978260809525,1,1,1
slam-robustness-v1,missing_probability,ATP,Roland Garros,year,2008,1,1,1,0.42589864621382856,0,-0.42589864621382856,42.58986462138286,0.0,-42.58986462138286,-0.861308720438642,0.1813896568467719,0.5549493237096516,1,1,1
slam-robustness-v1,missing_probability,ATP,Roland Garros,year,2009,1,1,1,0.2527492019390368,0,-0.2527492019390368,25.274920193903682,0.0,-25.274920193903682,-0.5815829991351704,0.06388215908082001,0.2913544098213859,1,1,1
slam-robustness-v1,missing_probability,ATP,US Open,year,2001,4,4,4,1.4406899482000142,0,-1.4406899482000142,36.017248705000355,0.0,-36.017248705000355,-1.525573945717195,0.13721886371366962,0.4556136169240972,1,1,1
slam-robustness-v1,missing_probability,ATP,US Open,year,2002,5,5,5,1.8747569214939666,1,-0.8747569214939666,37.49513842987933,20.0,-17.495138429879333,-0.8238680519950041,0.20353440975911136,0.5915708315790591,1,1,1
slam-robustness-v1,missing_probability,ATP,US Open,year,2008,1,1,1,0.4531363551915174,1,0.5468636448084826,45.31363551915174,100.0,54.68636448084826,1.0985632657574433,0.2990598460132182,0.7915621939541838,1,1,1
slam-robustness-v1,missing_probability,ATP,Wimbledon,year,2001,1,1,1,0.44771587046934536,0,-0.44771587046934536,44.771587046934535,0.0,-44.771587046934535,-0.9003678167449496,0.20044950067012363,0.5936926377211487,1,1,1
slam-robustness-v1,missing_probability,ATP,Wimbledon,year,2002,2,2,2,0.9190440497729097,2,1.0809559502270902,45.95220248864548,100.0,54.04779751135451,1.5360515531654553,0.2928644210613526,0.7793426663947827,1,1,1
slam-robustness-v1,missing_probability,ATP,Wimbledon,year,2008,1,1,1,0.4294393669621823,1,0.5705606330378177,42.94393669621823,100.0,57.05606330378177,1.152656688506404,0.3255394359725152,0.8452747187406917,1,1,1
slam-robustness-v1,missing_probability,ATP,Wimbledon,year,2009,1,1,1,0.31340053292912196,0,-0.31340053292912196,31.340053292912195,0.0,-31.340053292912195,-0.6756132127221005,0.09821989404025766,0.3760041741445762,1,1,1
slam-robustness-v1,missing_probability,WTA,Australian Open,year,2017,1,1,1,0.4002023164194711,0,-0.4002023164194711,40.02023164194711,0.0,-40.02023164194711,-0.8168407716834202,0.1601618940675105,0.5111628746611332,1,1,1
slam-robustness-v1,missing_probability,WTA,Wimbledon,year,2022,1,1,1,0.13891809471618644,0,-0.13891809471618644,13.891809471618643,0.0,-13.891809471618643,-0.40165869933993276,0.019298237039575346,0.14956565099074298,1,1,1
slam-robustness-v1,missing_probability,ATP,Australian Open,round,F,1,1,1,0.3559281625538032,0,-0.3559281625538032,35.59281625538032,0.0,-35.59281625538032,-0.7433853898935793,0.12668485689892656,0.43994501026939337,1,1,1
slam-robustness-v1,missing_probability,ATP,Australian Open,round,QF,2,2,2,0.8845960763190028,1,0.11540392368099717,44.22980381595014,50.0,5.770196184049858,0.164740739124005,0.21847829774225605,0.6291500838811759,1,1,1
slam-robustness-v1,missing_probability,ATP,Australian Open,round,R128,71,71,71,25.005574562064275,19,-6.005574562064275,35.219119101498976,26.76056338028169,-8.458555721217289,-1.536621608132571,0.17244830907965,0.522582021991896,5,5,5
slam-robustness-v1,missing_probability,ATP,Australian Open,round,R32,7,7,7,2.2297291785473328,1,-1.2297291785473328,31.853273979247614,14.285714285714286,-17.567559693533326,-1.0320759152082162,0.13457638869911107,0.43664607389110854,2,2,2
slam-robustness-v1,missing_probability,ATP,Australian Open,round,R64,1,1,1,0.3063717629788993,1,0.6936282370211007,30.63717629788993,100.0,69.36282370211006,1.5046622126777285,0.4811201311930002,1.1829560027420245,1,1,1
slam-robustness-v1,missing_probability,ATP,Australian Open,round,SF,2,2,2,0.8231402075287918,1,0.1768597924712082,41.15701037643959,50.0,8.84298962356041,0.25626013271427034,0.1984251686300456,0.5862078591492341,1,1,1
slam-robustness-v1,missing_probability,ATP,Roland Garros,round,R128,16,16,16,6.35488775088724,3,-3.35488775088724,39.71804844304525,18.75,-20.96804844304525,-1.7417680960194974,0.17951690592254624,0.54488502933576,5,5,5
slam-robustness-v1,missing_probability,ATP,Roland Garros,round,R64,2,2,2,0.7096235766204743,0,-0.7096235766204743,35.48117883102371,0.0,-35.48117883102371,-1.0765196038804579,0.13755057991468547,0.45241748308060475,2,2,2
slam-robustness-v1,missing_probability,ATP,US Open,round,R128,7,7,7,2.5186818877782504,1,-1.5186818877782504,35.981169825403576,14.285714285714286,-21.69545553968929,-1.2212710112515899,0.1522932876630189,0.48395806000328667,3,3,3
slam-robustness-v1,missing_probability,ATP,US Open,round,R16,1,1,1,0.4900387191998147,0,-0.4900387191998147,49.00387191998147,0.0,-49.00387191998147,-0.9802719968316923,0.24013794631499483,0.6734204761454713,1,1,1
slam-robustness-v1,missing_probability,ATP,US Open,round,R32,1,1,1,0.36486655158422265,1,0.6351334484157773,36.486655158422266,100.0,63.513344841577734,1.3193665414649962,0.4033944972965169,1.008223604350064,1,1,1
slam-robustness-v1,missing_probability,ATP,US Open,round,R64,1,1,1,0.39499606632320994,0,-0.39499606632320994,39.49960663232099,0.0,-39.49960663232099,-0.8080110240811326,0.15602189241080966,0.5025203190273256,1,1,1
slam-robustness-v1,missing_probability,ATP,Wimbledon,round,R128,5,5,5,2.109599820133559,3,0.8904001798664409,42.19199640267118,60.0,17.80800359732882,0.8119091384825631,0.24198753456112035,0.6747313726791964,4,4,4
slam-robustness-v1,missing_probability,WTA,Australian Open,round,R128,1,1,1,0.4002023164194711,0,-0.4002023164194711,40.02023164194711,0.0,-40.02023164194711,-0.8168407716834202,0.1601618940675105,0.5111628746611332,1,1,1
slam-robustness-v1,missing_probability,WTA,Wimbledon,round,R128,1,1,1,0.13891809471618644,0,-0.13891809471618644,13.891809471618643,0.0,-13.891809471618643,-0.40165869933993276,0.019298237039575346,0.14956565099074298,1,1,1
